INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,AXISBANK,29-Aug-19,670,CE,12.4,19,5.85,9.8,9.8,585,4772.43,304800,-12000,28-Aug-19
OPTSTK,KAJARIACER,29-Aug-19,590,CE,0,0,0,82,0,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,29-Aug-19,640,CE,0,0,0,11.3,0,0,0,0,0,28-Aug-19
OPTSTK,RELIANCE,26-Sep-19,960,PE,0.55,0.55,0.05,0.05,0.5,2,9.6,1500,0,28-Aug-19
OPTSTK,VEDL,29-Aug-19,125,PE,0.15,0.35,0.1,0.3,0.3,260,976.84,438000,-69000,28-Aug-19
OPTSTK,MCDOWELL-N,26-Sep-19,600,PE,19.55,22.8,19.55,20.55,20.55,17,132,20000,2500,28-Aug-19
OPTSTK,CENTURYTEX,26-Sep-19,940,PE,0,0,0,82,98.1,0,0,3000,0,28-Aug-19
OPTSTK,INFY,26-Sep-19,760,PE,10.4,10.75,8,8.2,8.2,126,1162.94,118800,27600,28-Aug-19
OPTSTK,MFSL,26-Sep-19,550,PE,0,0,0,122.6,117.7,0,0,0,0,28-Aug-19
OPTSTK,VEDL,29-Aug-19,127.5,CE,9.05,9.05,8.15,8.15,5.2,2,8.16,0,-6000,28-Aug-19
OPTSTK,SAIL,29-Aug-19,54,CE,0,0,0,0.05,0,0,0,120000,0,28-Aug-19
OPTSTK,CESC,26-Sep-19,840,CE,8,8,8,8,5.95,1,6.78,1600,800,28-Aug-19
OPTSTK,DISHTV,26-Sep-19,18,PE,0,0,0,0.35,0.7,0,0,84000,0,28-Aug-19
OPTSTK,BAJFINANCE,26-Sep-19,4000,PE,0,0,0,389.7,682.9,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Dec-19,13600,CE,0,0,0,186.25,21.15,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,31-Oct-19,26300,PE,0,0,0,400.1,549.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,5-Sep-19,13150,CE,0,0,0,27.7,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,5-Sep-19,13350,PE,0,0,0,1264.8,2286.85,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,29-Aug-19,45,PE,0,0,0,0.1,0,0,0,9000,0,28-Aug-19
OPTSTK,UBL,29-Aug-19,1640,CE,0,0,0,15.65,0,0,0,0,0,28-Aug-19
OPTSTK,EQUITAS,26-Sep-19,112.5,CE,3.35,3.4,1.95,2.9,2.9,11,50.75,20000,8000,28-Aug-19
OPTIDX,NIFTY,29-Aug-19,10900,PE,11,20,5.4,7.05,7.05,419738,3435310.21,2103825,-154050,28-Aug-19
FUTSTK,BERGEPAINT,31-Oct-19,0,XX,368.4,368.45,368.4,368.45,368.45,2,16.21,11000,2200,28-Aug-19
OPTSTK,SUNTV,29-Aug-19,560,CE,0,0,0,0.2,0,0,0,5000,0,28-Aug-19
OPTSTK,CIPLA,29-Aug-19,590,PE,0,0,0,39.85,125.7,0,0,0,0,28-Aug-19
OPTSTK,SIEMENS,26-Sep-19,1400,PE,205,218,205,218,217.7,12,106.28,33000,6600,28-Aug-19
OPTSTK,CANBK,26-Sep-19,270,CE,1.9,1.9,1.9,1.9,2.05,1,5.43,38000,2000,28-Aug-19
OPTSTK,TECHM,29-Aug-19,810,CE,0,0,0,14.45,0,0,0,0,0,28-Aug-19
OPTSTK,ESCORTS,29-Aug-19,880,CE,0,0,0,6.7,0,0,0,0,0,28-Aug-19
OPTSTK,PAGEIND,26-Sep-19,19500,CE,0,0,0,2505.9,227,0,0,0,0,28-Aug-19
OPTSTK,TECHM,29-Aug-19,550,PE,0,0,0,0.65,0,0,0,2400,0,28-Aug-19
OPTSTK,L&TFH,29-Aug-19,167.5,CE,0,0,0,3.2,0,0,0,0,0,28-Aug-19
OPTSTK,EQUITAS,29-Aug-19,105,PE,0.45,4,0.35,1.3,1.3,123,523.05,120000,-84000,28-Aug-19
OPTIDX,NIFTY,25-Jun-20,11400,PE,0,0,0,760,638.3,0,0,11700,0,28-Aug-19
OPTSTK,TITAN,29-Aug-19,1100,CE,24.5,27,11.2,12.85,12.85,412,3453.66,168750,-24750,28-Aug-19
OPTSTK,TATAELXSI,26-Sep-19,530,PE,0,0,0,4.05,2.9,0,0,0,0,28-Aug-19
OPTSTK,CANBK,26-Sep-19,170,PE,0,0,0,0.5,0.25,0,0,0,0,28-Aug-19
OPTSTK,TITAN,29-Aug-19,1260,CE,0,0,0,0.1,0,0,0,12750,0,28-Aug-19
OPTSTK,TATAELXSI,26-Sep-19,790,CE,0,0,0,106.7,4.35,0,0,0,0,28-Aug-19
OPTSTK,SUNPHARMA,29-Aug-19,530,PE,0,0,0,101,116.85,0,0,1100,0,28-Aug-19
OPTSTK,PETRONET,29-Aug-19,175,CE,0,0,0,70.75,85.1,0,0,0,0,28-Aug-19
OPTSTK,NMDC,26-Sep-19,125,PE,0,0,0,13.4,43.65,0,0,0,0,28-Aug-19
OPTSTK,HDFC,26-Sep-19,2040,CE,161.65,161.65,161.65,161.65,161.65,1,11,9000,-500,28-Aug-19
OPTSTK,AUROPHARMA,29-Aug-19,800,PE,207,207,207,207,208.8,1,10.07,0,-1000,28-Aug-19
OPTSTK,TVSMOTOR,29-Aug-19,640,CE,0,0,0,2.4,0,0,0,0,0,28-Aug-19
OPTSTK,JUSTDIAL,29-Aug-19,640,CE,0,0,0,47.4,64.35,0,0,9800,0,28-Aug-19
OPTIDX,BANKNIFTY,29-Aug-19,25500,CE,2346.55,2346.55,2180,2180,2308.4,3,16.65,900,-20,28-Aug-19
OPTSTK,M&MFIN,26-Sep-19,470,CE,0,0,0,11.75,0.55,0,0,0,0,28-Aug-19
OPTSTK,RAMCOCEM,29-Aug-19,730,PE,0,0,0,43.05,0.25,0,0,800,0,28-Aug-19
OPTSTK,ONGC,29-Aug-19,190,PE,0,0,0,21.95,68.8,0,0,0,0,28-Aug-19
OPTSTK,TORNTPOWER,29-Aug-19,205,PE,0,0,0,3.5,0,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,29-Aug-19,29500,CE,3.4,3.65,1.45,2.05,2.05,47929,282803.23,247080,-149220,28-Aug-19
OPTSTK,ENGINERSIN,26-Sep-19,95,PE,0,0,0,1.5,2.65,0,0,18400,0,28-Aug-19
OPTSTK,NBCC,29-Aug-19,28,CE,0,0,0,7,7.95,0,0,8500,0,28-Aug-19
OPTSTK,JUBLFOOD,26-Sep-19,920,CE,0,0,0,190,270.05,0,0,0,0,28-Aug-19
OPTSTK,ADANIENT,26-Sep-19,100,CE,0,0,0,55.95,36.5,0,0,0,0,28-Aug-19
OPTSTK,TORNTPOWER,29-Aug-19,345,CE,0,0,0,0.45,0,0,0,9000,0,28-Aug-19
OPTSTK,NBCC,29-Aug-19,71,PE,0,0,0,11.35,35.05,0,0,0,0,28-Aug-19
OPTSTK,TATAGLOBAL,26-Sep-19,245,PE,0,0,0,10.15,1.5,0,0,0,0,28-Aug-19
OPTSTK,HEROMOTOCO,29-Aug-19,2600,CE,25,40.7,7.5,10.4,10.4,1574,8249.46,62800,13600,28-Aug-19
OPTSTK,CUMMINSIND,26-Sep-19,980,PE,0,0,0,196.95,405.9,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,29-Aug-19,11300,CE,5,6.15,0.7,1.1,1.1,284623,2412635.98,2533050,-177300,28-Aug-19
OPTSTK,BHARATFORG,26-Sep-19,620,PE,0,0,0,155.4,227.5,0,0,0,0,28-Aug-19
OPTSTK,GRASIM,29-Aug-19,860,PE,149,149,149,149,146.4,1,7.56,4500,-750,28-Aug-19
OPTSTK,AMARAJABAT,26-Sep-19,780,CE,0,0,0,5.5,0.05,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,26-Sep-19,54,PE,0,0,0,14.15,13.95,0,0,90000,0,28-Aug-19
OPTSTK,NIITTECH,29-Aug-19,1190,PE,0,0,0,4.45,0,0,0,1500,0,28-Aug-19
OPTSTK,EXIDEIND,29-Aug-19,172.5,CE,7.15,7.15,7.15,7.15,6,1,4.31,2400,-2400,28-Aug-19
OPTSTK,LT,29-Aug-19,1700,PE,345,349.1,342.5,349.1,355.1,19,145.77,34125,-5250,28-Aug-19
OPTSTK,AMARAJABAT,26-Sep-19,620,PE,29.15,29.15,29.15,29.15,22.3,1,4.54,2100,700,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,9800,CE,0,0,0,2481.85,3108.2,0,0,0,0,28-Aug-19
OPTSTK,TATAGLOBAL,26-Sep-19,190,CE,0,0,0,87.9,90.95,0,0,0,0,28-Aug-19
OPTSTK,IDBI,29-Aug-19,45,CE,0,0,0,0.05,0,0,0,24000,0,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,14400,CE,0,0,0,1880.15,990.35,0,0,0,0,28-Aug-19
OPTSTK,NBCC,29-Aug-19,80,PE,0,0,0,47.75,44.05,0,0,0,0,28-Aug-19
OPTSTK,DISHTV,26-Sep-19,23,CE,0,0,0,4.05,2.75,0,0,28000,0,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,11300,CE,0,0,0,1555.55,2218.15,0,0,0,0,28-Aug-19
OPTSTK,ENGINERSIN,26-Sep-19,135,CE,0,0,0,6.05,0.45,0,0,0,0,28-Aug-19
OPTSTK,HINDUNILVR,29-Aug-19,1640,CE,0,0,0,187.6,188.4,0,0,0,0,28-Aug-19
OPTSTK,MFSL,26-Sep-19,270,CE,0,0,0,155.25,161.5,0,0,0,0,28-Aug-19
OPTSTK,MFSL,26-Sep-19,430,CE,0,0,0,27.35,21.55,0,0,0,0,28-Aug-19
OPTSTK,LT,29-Aug-19,1780,PE,0,0,0,244.75,435.1,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,13500,CE,0,0,0,1678.1,1267.8,0,0,0,0,28-Aug-19
OPTSTK,RBLBANK,29-Aug-19,540,PE,205,205,205,205,226.1,1,8.94,6000,-1200,28-Aug-19
OPTSTK,MGL,29-Aug-19,1080,PE,0,0,0,180.3,224.5,0,0,0,0,28-Aug-19
OPTSTK,MCX,29-Aug-19,790,CE,0,0,0,47.55,152.9,0,0,700,0,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,12050,PE,0,0,0,509.65,977.05,0,0,0,0,28-Aug-19
OPTSTK,TATASTEEL,26-Sep-19,680,CE,3,3,3,3,0,1,7.24,1061,1061,28-Aug-19
OPTSTK,COALINDIA,26-Sep-19,130,PE,0,0,0,0.05,0.05,0,0,0,0,28-Aug-19
OPTSTK,RBLBANK,29-Aug-19,780,CE,0,0,0,25.6,0,0,0,0,0,28-Aug-19
OPTSTK,UJJIVAN,29-Aug-19,410,PE,0,0,0,79.55,126.15,0,0,0,0,28-Aug-19
OPTSTK,TCS,29-Aug-19,2040,CE,0,0,0,210,199.6,0,0,500,0,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,10900,CE,287.35,287.35,208,244.45,244.45,44,367.29,2400,-2025,28-Aug-19
OPTSTK,M&M,29-Aug-19,800,CE,0,0,0,10.45,0,0,0,0,0,28-Aug-19
OPTSTK,MGL,29-Aug-19,730,PE,0.1,0.1,0.1,0.1,0,1,4.38,2400,0,28-Aug-19
OPTSTK,BHARATFORG,29-Aug-19,590,CE,0,0,0,11.1,0,0,0,0,0,28-Aug-19
OPTSTK,RAMCOCEM,26-Sep-19,900,CE,0,0,0,14.45,0.85,0,0,0,0,28-Aug-19
OPTSTK,VEDL,26-Sep-19,205,CE,0,0,0,6,0.1,0,0,0,0,28-Aug-19
OPTSTK,JUBLFOOD,29-Aug-19,1500,CE,0,0,0,28.2,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,29-Aug-19,11100,CE,58.7,69.7,12.5,22.6,22.6,707906,5909317.71,3258300,994725,28-Aug-19
OPTSTK,ICICIPRULI,26-Sep-19,340,CE,0,0,0,50.65,79.1,0,0,0,0,28-Aug-19
FUTSTK,RECLTD,26-Sep-19,0,XX,145.5,145.75,140.6,141.5,141.5,2326,19919.73,22380000,5484000,28-Aug-19
OPTIDX,NIFTYIT,29-Aug-19,14300,PE,0,0,0,5.1,0,0,0,0,0,28-Aug-19
OPTSTK,SHREECEM,29-Aug-19,22250,CE,0,0,0,3,0,0,0,100,0,28-Aug-19
OPTSTK,VEDL,26-Sep-19,187.5,PE,0,0,0,18.65,54.6,0,0,0,0,28-Aug-19
OPTSTK,ARVIND,29-Aug-19,102.5,PE,0,0,0,25.05,55.95,0,0,0,0,28-Aug-19
OPTSTK,MARICO,29-Aug-19,345,PE,0,0,0,0.25,0,0,0,5200,0,28-Aug-19
OPTSTK,ADANIENT,29-Aug-19,190,CE,0,0,0,20.85,0,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,26-Sep-19,8500,PE,2290,2389,2270,2389,2358.15,18,145.93,3825,1350,28-Aug-19
OPTIDX,NIFTYIT,29-Aug-19,14400,CE,0,0,0,1884.35,1482.2,0,0,0,0,28-Aug-19
OPTSTK,COLPAL,29-Aug-19,1360,CE,0,0,0,2.05,0,0,0,700,0,28-Aug-19
OPTSTK,MCDOWELL-N,29-Aug-19,510,PE,0,0,0,17.95,0,0,0,0,0,28-Aug-19
OPTSTK,JSWSTEEL,26-Sep-19,275,PE,0,0,0,21.75,68.15,0,0,0,0,28-Aug-19
OPTSTK,TATAMTRDVR,29-Aug-19,95,CE,0,0,0,0.05,0,0,0,12000,0,28-Aug-19
OPTSTK,UPL,31-Oct-19,450,PE,0,0,0,7.3,9.95,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,31-Oct-19,7200,PE,0,0,0,1388.95,1118.8,0,0,0,0,28-Aug-19
OPTSTK,TVSMOTOR,31-Oct-19,400,CE,0,0,0,21.8,16.2,0,0,0,0,28-Aug-19
OPTSTK,PETRONET,31-Oct-19,265,CE,0,0,0,4.8,13.7,0,0,0,0,28-Aug-19
OPTSTK,ACC,31-Oct-19,1340,PE,0,0,0,14.25,17.1,0,0,0,0,28-Aug-19
OPTSTK,PAGEIND,31-Oct-19,23000,CE,0,0,0,449.05,59.5,0,0,0,0,28-Aug-19
OPTSTK,ICICIPRULI,31-Oct-19,260,PE,0,0,0,0.25,0.05,0,0,0,0,28-Aug-19
OPTSTK,JSWSTEEL,31-Oct-19,195,PE,0,0,0,2.6,9.7,0,0,0,0,28-Aug-19
OPTSTK,HEXAWARE,31-Oct-19,330,PE,0,0,0,11,2.6,0,0,0,0,28-Aug-19
OPTSTK,ASHOKLEY,31-Oct-19,75,CE,0,0,0,5.4,4.25,0,0,0,0,28-Aug-19
OPTSTK,CIPLA,31-Oct-19,370,PE,0,0,0,0.1,0.65,0,0,0,0,28-Aug-19
OPTSTK,KOTAKBANK,31-Oct-19,1440,CE,0,0,0,126.9,101.7,0,0,0,0,28-Aug-19
OPTSTK,GODREJCP,31-Oct-19,530,PE,0,0,0,3.2,2.95,0,0,0,0,28-Aug-19
OPTSTK,VEDL,31-Oct-19,125,PE,0,0,0,0.8,9.75,0,0,0,0,28-Aug-19
OPTSTK,VEDL,31-Oct-19,127.5,CE,0,0,0,47.2,17.15,0,0,0,0,28-Aug-19
OPTSTK,PVR,31-Oct-19,1320,CE,0,0,0,418.45,298.55,0,0,0,0,28-Aug-19
OPTSTK,UBL,31-Oct-19,1260,CE,0,0,0,178.85,110.55,0,0,0,0,28-Aug-19
OPTSTK,IOC,31-Oct-19,180,CE,0,0,0,2.25,0.15,0,0,0,0,28-Aug-19
OPTSTK,MARICO,31-Oct-19,285,CE,0,0,0,81.55,109.05,0,0,0,0,28-Aug-19
OPTSTK,M&MFIN,31-Oct-19,420,CE,0,0,0,11.5,9.1,0,0,0,0,28-Aug-19
OPTSTK,TITAN,31-Oct-19,1100,CE,0,0,0,114.7,78.4,0,0,0,0,28-Aug-19
OPTSTK,TITAN,31-Oct-19,1260,CE,0,0,0,58.2,23,0,0,0,0,28-Aug-19
OPTSTK,TATAMTRDVR,29-Aug-19,75,PE,18.5,18.5,18.5,18.5,21.35,1,5.61,36000,-6000,28-Aug-19
OPTSTK,BHEL,26-Sep-19,79,PE,0,0,0,8.5,27.3,0,0,0,0,28-Aug-19
OPTSTK,INFRATEL,26-Sep-19,320,PE,0,0,0,45.55,69.75,0,0,0,0,28-Aug-19
OPTSTK,RELCAPITAL,29-Aug-19,85,PE,0,0,0,27.5,50.35,0,0,0,0,28-Aug-19
OPTSTK,HDFC,29-Aug-19,2100,CE,72,86,60,82.95,82.95,115,1249.59,57500,-28000,28-Aug-19
OPTSTK,CENTURYTEX,29-Aug-19,700,CE,0,0,0,346,147.35,0,0,0,0,28-Aug-19
OPTSTK,COLPAL,29-Aug-19,1380,PE,0,0,0,200,166.8,0,0,0,0,28-Aug-19
OPTSTK,JSWSTEEL,26-Sep-19,360,PE,0,0,0,81.95,152.6,0,0,0,0,28-Aug-19
OPTSTK,TORNTPOWER,26-Sep-19,355,PE,0,0,0,78.35,72.7,0,0,0,0,28-Aug-19
OPTSTK,INDIGO,26-Sep-19,1600,PE,50,61,45.4,48.75,48.75,137,1358.59,85800,19200,28-Aug-19
OPTSTK,BAJAJFINSV,29-Aug-19,9000,CE,0,0,0,26.7,0,0,0,500,0,28-Aug-19
OPTSTK,NATIONALUM,29-Aug-19,35,CE,0,0,0,16.1,4.9,0,0,0,0,28-Aug-19
OPTSTK,ZEEL,26-Sep-19,380,CE,15,18.5,13.8,14.1,14.1,56,288.11,98800,11700,28-Aug-19
OPTSTK,ICICIPRULI,26-Sep-19,340,PE,0,0,0,11.5,0.6,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,26-Sep-19,4500,CE,1660,1660,1660,1660,1624.2,3,13.86,375,225,28-Aug-19
OPTSTK,INDIGO,26-Sep-19,2000,CE,3.05,3.5,3,3.5,3.5,4,48.07,3000,1200,28-Aug-19
OPTSTK,DIVISLAB,29-Aug-19,1680,PE,0,0,0,204.85,103.15,0,0,400,0,28-Aug-19
OPTSTK,RELCAPITAL,29-Aug-19,30,CE,6,6.15,3.65,4.5,4.5,25,26.3,15000,-15000,28-Aug-19
OPTSTK,MOTHERSUMI,26-Sep-19,150,CE,0,0,0,3.15,0.1,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,29-Aug-19,70,PE,0,0,0,10,10.75,0,0,80000,0,28-Aug-19
OPTSTK,NATIONALUM,29-Aug-19,51,CE,0,0,0,0.1,0,0,0,130000,0,28-Aug-19
OPTSTK,PETRONET,26-Sep-19,265,CE,7.65,7.65,5.6,6.7,6.7,44,357.98,72000,48000,28-Aug-19
OPTSTK,AXISBANK,26-Sep-19,670,CE,34.9,34.9,26.6,29.6,29.6,26,218.27,40800,-2400,28-Aug-19
OPTSTK,IDFCFIRSTB,29-Aug-19,49,CE,0,0,0,0.05,0,0,0,444000,0,28-Aug-19
OPTSTK,BAJFINANCE,29-Aug-19,3600,CE,1.85,2.25,0.75,1.05,1.05,213,1917.67,196750,-14750,28-Aug-19
OPTSTK,MFSL,29-Aug-19,550,PE,0,0,0,100.55,119.7,0,0,0,0,28-Aug-19
OPTSTK,ARVIND,29-Aug-19,60,PE,11.6,11.6,11.6,11.6,13.45,1,4.29,90000,-6000,28-Aug-19
OPTSTK,FEDERALBNK,26-Sep-19,92.5,CE,1.15,1.2,0.6,0.7,0.7,27,176.62,112000,56000,28-Aug-19
OPTSTK,RELCAPITAL,29-Aug-19,190,CE,0,0,0,8.05,0,0,0,0,0,28-Aug-19
OPTSTK,JUBLFOOD,29-Aug-19,1400,PE,190,190,190,190,214.6,20,159,39000,-10000,28-Aug-19
OPTSTK,CENTURYTEX,29-Aug-19,940,PE,0,0,0,81,92.65,0,0,4800,0,28-Aug-19
OPTSTK,ADANIPORTS,29-Aug-19,500,PE,0,0,0,96.25,134,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,24-Jun-21,6200,PE,0,0,0,38.95,1.9,0,0,0,0,28-Aug-19
OPTSTK,AMARAJABAT,29-Aug-19,640,CE,3.15,3.15,0.35,0.6,0.6,45,201.85,20300,-2800,28-Aug-19
OPTSTK,NBCC,26-Sep-19,55,PE,18.95,18.95,18.95,18.95,19.25,1,6.28,161500,8500,28-Aug-19
OPTSTK,JUSTDIAL,26-Sep-19,880,PE,0,0,0,142.6,174.15,0,0,0,0,28-Aug-19
OPTSTK,HEXAWARE,26-Sep-19,355,PE,0,0,0,25.5,3,0,0,0,0,28-Aug-19
OPTSTK,TATACHEM,26-Sep-19,500,CE,0,0,0,151.45,67.65,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,29-Aug-19,17900,PE,0,0,0,1395.3,2017.25,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,26-Sep-19,30600,CE,94.95,94.95,94.95,94.95,136.5,1,6.13,20,20,28-Aug-19
OPTIDX,BANKNIFTY,19-Sep-19,30500,CE,0,0,0,1046.15,88.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,19-Sep-19,11200,PE,0,0,0,332.1,265.75,0,0,150,0,28-Aug-19
OPTIDX,BANKNIFTY,19-Sep-19,31400,CE,0,0,0,639.5,33.7,0,0,0,0,28-Aug-19
FUTSTK,HINDPETRO,31-Oct-19,0,XX,258,268.9,258,266.2,266.2,8,44.24,256200,2100,28-Aug-19
OPTSTK,NCC,26-Sep-19,50,CE,11.15,11.15,11.15,11.15,10.85,1,4.89,40000,0,28-Aug-19
OPTSTK,SRF,26-Sep-19,2150,PE,0,0,0,11,8.7,0,0,250,0,28-Aug-19
OPTSTK,UJJIVAN,26-Sep-19,320,CE,3.4,4.05,3.4,4.05,7.5,6,31.06,17600,4800,28-Aug-19
OPTIDX,BANKNIFTY,10-Oct-19,26100,CE,0,0,0,2177.7,2233.85,0,0,0,0,28-Aug-19
OPTSTK,TECHM,29-Aug-19,570,PE,0,0,0,0.45,0,0,0,2400,0,28-Aug-19
OPTSTK,TATAPOWER,26-Sep-19,42,PE,0,0,0,0.05,0.1,0,0,0,0,28-Aug-19
OPTSTK,POWERGRID,29-Aug-19,205,CE,2.25,6.5,1.7,2.25,2.25,80,665.98,172000,0,28-Aug-19
OPTSTK,BATAINDIA,26-Sep-19,1540,PE,0,0,0,111.7,59.2,0,0,0,0,28-Aug-19
OPTSTK,BEL,29-Aug-19,95,CE,8.6,9.15,8.1,8.35,8.35,8,49.69,186000,-12000,28-Aug-19
OPTSTK,LICHSGFIN,26-Sep-19,380,CE,0,0,0,191.35,50.1,0,0,0,0,28-Aug-19
OPTSTK,L&TFH,29-Aug-19,170,CE,0,0,0,0.5,0,0,0,4500,0,28-Aug-19
OPTSTK,MGL,26-Sep-19,660,CE,0,0,0,214.5,198.9,0,0,0,0,28-Aug-19
OPTSTK,HCLTECH,29-Aug-19,1240,PE,0,0,0,153.8,115.85,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,3-Oct-19,25400,PE,0,0,0,194.5,155.5,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,29-Aug-19,1100,PE,0,0,0,0.5,0,0,0,1000,0,28-Aug-19
OPTSTK,APOLLOHOSP,29-Aug-19,1180,PE,0,0,0,0.5,0,0,0,2500,0,28-Aug-19
OPTSTK,RELIANCE,26-Sep-19,1060,PE,0,0,0,3,4.25,0,0,5500,0,28-Aug-19
FUTSTK,CONCOR,26-Sep-19,0,XX,497,500,485.65,488.95,488.95,841,6472.92,2378886,931548,28-Aug-19
OPTSTK,RECLTD,29-Aug-19,142.5,PE,0.8,2.45,0.8,2.15,2.15,30,259.68,204000,-12000,28-Aug-19
OPTSTK,HINDZINC,26-Sep-19,207.5,PE,0,0,0,1.8,6.7,0,0,0,0,28-Aug-19
OPTSTK,MARICO,26-Sep-19,440,CE,0,0,0,0.9,0.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Sep-19,7600,CE,3434,3452.3,3434,3452.3,3452.3,2,16.56,4050,0,28-Aug-19
OPTSTK,CHOLAFIN,29-Aug-19,225,PE,0,0,0,2.95,0,0,0,5000,0,28-Aug-19
OPTSTK,BHARATFORG,26-Sep-19,410,PE,23.25,23.25,23.25,23.25,28.1,2,10.39,6000,2400,28-Aug-19
OPTSTK,NBCC,29-Aug-19,77.5,CE,0,0,0,3.25,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,9300,CE,0,0,0,1519.8,1814.3,0,0,0,0,28-Aug-19
OPTSTK,TATAELXSI,26-Sep-19,520,CE,0,0,0,193.25,133.15,0,0,0,0,28-Aug-19
OPTSTK,UPL,29-Aug-19,520,CE,38,38,33,33,37.15,3,14.98,19800,-1800,28-Aug-19
OPTSTK,UPL,29-Aug-19,600,CE,1.5,1.5,0.3,0.45,0.45,94,508.03,151200,-9000,28-Aug-19
OPTSTK,BATAINDIA,26-Sep-19,1200,CE,0,0,0,288,313.3,0,0,1650,0,28-Aug-19
OPTSTK,TATAELXSI,26-Sep-19,510,PE,0,0,0,4.5,1.55,0,0,0,0,28-Aug-19
OPTSTK,HCLTECH,29-Aug-19,980,PE,0.1,0.15,0.1,0.15,0.15,8,54.88,41300,-2800,28-Aug-19
OPTSTK,DRREDDY,26-Sep-19,3450,CE,0,0,0,2.65,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,12050,PE,0,0,0,928.05,954.35,0,0,0,0,28-Aug-19
OPTSTK,HINDPETRO,26-Sep-19,200,CE,0,0,0,93.45,66.5,0,0,0,0,28-Aug-19
OPTSTK,COALINDIA,29-Aug-19,185,CE,4.45,7.95,1.75,2.1,2.1,274,1135.89,367400,143000,28-Aug-19
FUTSTK,TECHM,26-Sep-19,0,XX,681.35,693.2,681.15,690.45,690.45,3141,25921.06,9022800,2223600,28-Aug-19
OPTSTK,TCS,26-Sep-19,2040,CE,0,0,0,264.1,214.2,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,10250,PE,0,0,0,29.5,32.5,0,0,0,0,28-Aug-19
OPTSTK,EXIDEIND,31-Oct-19,145,PE,0,0,0,2.1,0.75,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,31-Oct-19,6800,CE,0,0,0,129.15,178,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,31-Oct-19,280,CE,0,0,0,150.7,103.3,0,0,0,0,28-Aug-19
OPTSTK,MUTHOOTFIN,31-Oct-19,460,CE,0,0,0,146.85,169.75,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,1900,PE,0,0,0,21.2,4.05,0,0,0,0,28-Aug-19
OPTSTK,ITC,31-Oct-19,312.5,CE,0,0,0,1.65,0.35,0,0,0,0,28-Aug-19
OPTSTK,APOLLOTYRE,31-Oct-19,180,PE,0,0,0,22.35,18.35,0,0,0,0,28-Aug-19
OPTSTK,MCDOWELL-N,31-Oct-19,630,CE,0,0,0,28.5,25.7,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,31-Oct-19,42,CE,0,0,0,4.75,2.05,0,0,0,0,28-Aug-19
OPTSTK,KOTAKBANK,31-Oct-19,1220,CE,0,0,0,293.7,279.35,0,0,0,0,28-Aug-19
OPTSTK,PEL,31-Oct-19,1200,PE,0,0,0,24.25,2.45,0,0,0,0,28-Aug-19
OPTSTK,MUTHOOTFIN,31-Oct-19,530,PE,0,0,0,15.55,10,0,0,0,0,28-Aug-19
OPTSTK,BIOCON,31-Oct-19,215,PE,0,0,0,11.75,13.45,0,0,0,0,28-Aug-19
OPTSTK,ACC,31-Oct-19,1360,CE,0,0,0,266.55,217.8,0,0,0,0,28-Aug-19
