INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,BHARATFORG,26-Sep-19,630,PE,0,0,0,164.9,237.45,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,26-Sep-19,830,CE,0,0,0,129.75,1.95,0,0,0,0,28-Aug-19
OPTSTK,HINDZINC,26-Sep-19,280,PE,0,0,0,35.4,67.95,0,0,0,0,28-Aug-19
OPTSTK,STAR,26-Sep-19,460,CE,0,0,0,19.7,0.9,0,0,0,0,28-Aug-19
OPTSTK,PETRONET,29-Aug-19,205,PE,0,0,0,2,0,0,0,0,0,28-Aug-19
OPTSTK,SRTRANSFIN,26-Sep-19,840,CE,0,0,0,290.1,162.05,0,0,0,0,28-Aug-19
OPTSTK,RAMCOCEM,29-Aug-19,800,PE,0,0,0,39.85,48.15,0,0,0,0,28-Aug-19
OPTSTK,TATAGLOBAL,26-Sep-19,180,CE,0,0,0,97.3,100.9,0,0,0,0,28-Aug-19
OPTSTK,BHEL,29-Aug-19,68,CE,0.05,0.05,0.05,0.05,0,1,5.1,390000,0,28-Aug-19
OPTSTK,ASHOKLEY,29-Aug-19,42.5,CE,0,0,0,41.75,24.3,0,0,0,0,28-Aug-19
OPTSTK,CONCOR,26-Sep-19,550,PE,0,0,0,19.7,63.15,0,0,0,0,28-Aug-19
OPTSTK,ULTRACEMCO,26-Sep-19,5200,CE,0,0,0,76.05,2.95,0,0,0,0,28-Aug-19
OPTSTK,INFRATEL,29-Aug-19,315,CE,0,0,0,1.4,0,0,0,2000,0,28-Aug-19
OPTSTK,HEXAWARE,29-Aug-19,305,CE,0,0,0,67.5,81.7,0,0,0,0,28-Aug-19
OPTSTK,NIITTECH,29-Aug-19,1300,CE,162.9,227,162.9,227,223.65,8,89.27,113250,0,28-Aug-19
OPTSTK,NBCC,29-Aug-19,69,CE,0,0,0,2.45,0,0,0,0,0,28-Aug-19
OPTSTK,OFSS,29-Aug-19,3850,PE,0,0,0,388.9,842.95,0,0,0,0,28-Aug-19
OPTSTK,BHARATFORG,26-Sep-19,320,CE,0,0,0,141.65,71.65,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,29-Jun-23,10700,CE,0,0,0,3286.25,3083.3,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,5-Sep-19,15100,CE,0,0,0,809.9,805.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Oct-19,10250,CE,0,0,0,1210.4,964.65,0,0,0,0,28-Aug-19
OPTSTK,EICHERMOT,26-Sep-19,21000,CE,0,0,0,40,28.3,0,0,50,0,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,12100,PE,0,0,0,972.5,999.2,0,0,0,0,28-Aug-19
OPTSTK,LICHSGFIN,29-Aug-19,320,PE,0,0,0,0.05,0,0,0,0,0,28-Aug-19
OPTSTK,OIL,26-Sep-19,152.5,CE,0,0,0,29.9,3.15,0,0,0,0,28-Aug-19
OPTSTK,SRF,29-Aug-19,3000,PE,207.45,231.1,207.4,226.5,223.9,5,40.2,2250,-1000,28-Aug-19
OPTSTK,SIEMENS,29-Aug-19,1280,CE,0.95,1.75,0.95,1.75,0,2,14.09,3300,-550,28-Aug-19
OPTSTK,RAYMOND,29-Aug-19,400,CE,0,0,0,346,172.35,0,0,0,0,28-Aug-19
OPTSTK,HAVELLS,29-Aug-19,850,CE,0,0,0,4.25,0,0,0,0,0,28-Aug-19
OPTSTK,NCC,26-Sep-19,85,PE,24.5,24.5,24.4,24.4,25.65,2,17.51,16000,16000,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,12950,PE,0,0,0,1243.1,1872.95,0,0,0,0,28-Aug-19
OPTSTK,RBLBANK,26-Sep-19,360,PE,28.7,65.4,26.1,56.95,56.95,74,357.42,57600,2400,28-Aug-19
OPTSTK,UPL,29-Aug-19,573.35,PE,20.4,20.4,20.4,20.4,17.65,1,5.34,2700,0,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,10200,CE,0,0,0,1507.35,872.7,0,0,0,0,28-Aug-19
OPTSTK,MRF,26-Sep-19,47500,CE,0,0,0,9900.9,10648.55,0,0,0,0,28-Aug-19
OPTSTK,TATASTEEL,29-Aug-19,550,PE,208,214,208,213.5,213.5,7,56.53,26525,-7427,28-Aug-19
OPTSTK,SRF,26-Sep-19,3450,CE,0,0,0,84.1,21.45,0,0,0,0,28-Aug-19
OPTSTK,LICHSGFIN,26-Sep-19,550,PE,0,0,0,86.5,131.2,0,0,1100,0,28-Aug-19
OPTSTK,ICICIBANK,29-Aug-19,385,PE,0.1,0.2,0.1,0.1,0,75,397.17,188375,-64625,28-Aug-19
OPTSTK,LICHSGFIN,26-Sep-19,630,PE,0,0,0,65.45,209.45,0,0,0,0,28-Aug-19
OPTSTK,RAYMOND,26-Sep-19,480,PE,0,0,0,0.5,3.3,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,3-Oct-19,12550,CE,0,0,0,6.35,4.9,0,0,0,0,28-Aug-19
OPTSTK,TATAMTRDVR,26-Sep-19,50,PE,1.55,2,1.55,2,2,4,12.43,66000,-12000,28-Aug-19
OPTSTK,COLPAL,26-Sep-19,1000,CE,0,0,0,146.85,217.65,0,0,0,0,28-Aug-19
OPTSTK,INDUSINDBK,29-Aug-19,1200,PE,0.8,0.95,0.4,0.65,0.65,47,225.72,71200,-1200,28-Aug-19
OPTSTK,ASIANPAINT,26-Sep-19,1640,CE,26.8,28,23,26.15,26.15,90,899.12,63000,4200,28-Aug-19
OPTSTK,TATAGLOBAL,26-Sep-19,245,CE,0,0,0,43.05,37.65,0,0,0,0,28-Aug-19
OPTSTK,ICICIPRULI,29-Aug-19,270,CE,0,0,0,122.7,147,0,0,0,0,28-Aug-19
OPTSTK,HDFCBANK,29-Aug-19,2140,PE,0.65,0.7,0.1,0.2,0.2,95,508.35,45500,-8000,28-Aug-19
OPTSTK,MFSL,26-Sep-19,430,PE,19,19,19,19,19,1,5.38,1200,1200,28-Aug-19
OPTSTK,VOLTAS,29-Aug-19,540,PE,0.25,0.25,0.05,0.05,0,5,27,17000,-5000,28-Aug-19
OPTSTK,CUMMINSIND,26-Sep-19,1000,CE,0,0,0,7.15,0,0,0,0,0,28-Aug-19
OPTSTK,TATAMOTORS,26-Sep-19,235,PE,111,119,111,118.5,118.5,26,272.76,237000,78000,28-Aug-19
OPTSTK,HEROMOTOCO,29-Aug-19,2800,PE,213.75,213.75,212.5,212.5,230.95,2,12.05,1000,0,28-Aug-19
OPTSTK,INDIGO,29-Aug-19,1480,PE,2,2,0.3,0.35,0.35,12,106.6,25800,-1200,28-Aug-19
OPTSTK,BHEL,29-Aug-19,49,CE,3.5,3.5,1.95,2.3,2.3,19,73.81,97500,-97500,28-Aug-19
OPTSTK,CADILAHC,26-Sep-19,280,CE,0,0,0,8.2,0.25,0,0,0,0,28-Aug-19
OPTSTK,NTPC,26-Sep-19,105,CE,0,0,0,36.95,15.85,0,0,0,0,28-Aug-19
OPTSTK,NTPC,26-Sep-19,130,PE,8.8,10.55,8.6,10.55,10.55,14,93.82,120000,33600,28-Aug-19
OPTSTK,BAJFINANCE,26-Sep-19,3850,CE,0,0,0,12,45.7,0,0,1500,0,28-Aug-19
OPTSTK,CENTURYTEX,26-Sep-19,1180,PE,322.1,322.1,322,322,327.4,4,36.04,2400,2400,28-Aug-19
OPTSTK,EXIDEIND,29-Aug-19,245,PE,0,0,0,31.85,66.6,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,26-Sep-19,53,PE,0,0,0,3.95,12.95,0,0,0,0,28-Aug-19
OPTSTK,GRASIM,29-Aug-19,540,PE,0,0,0,0.05,0,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,31-Oct-19,30300,PE,0,0,0,1582.05,2691.6,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,31-Oct-19,29100,CE,0,0,0,1406.7,876.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Oct-19,10200,CE,0,0,0,1255.85,1007.2,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,5-Sep-19,15200,PE,0,0,0,225.85,11.25,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,31-Oct-19,28800,PE,0,0,0,819.8,1672.35,0,0,0,0,28-Aug-19
OPTSTK,DRREDDY,26-Sep-19,3250,PE,0,0,0,638.15,722.95,0,0,0,0,28-Aug-19
OPTSTK,OIL,29-Aug-19,140,PE,0.2,0.5,0.2,0.5,0.5,2,9.54,10197,0,28-Aug-19
OPTIDX,NIFTY,25-Jun-20,6300,CE,0,0,0,4242.1,5061.2,0,0,0,0,28-Aug-19
OPTSTK,EQUITAS,29-Aug-19,157.5,PE,0,0,0,22.7,52.5,0,0,0,0,28-Aug-19
OPTSTK,L&TFH,29-Aug-19,100,PE,2.25,6.7,2.25,5.5,5.5,31,145.41,292500,-49500,28-Aug-19
OPTSTK,BATAINDIA,26-Sep-19,1460,PE,25.75,28.8,25.7,26.25,26.25,17,139.06,19800,1100,28-Aug-19
OPTSTK,ITC,29-Aug-19,327.5,CE,0,0,0,4.3,0,0,0,0,0,28-Aug-19
OPTSTK,RAYMOND,26-Sep-19,680,PE,0,0,0,27.65,109.3,0,0,0,0,28-Aug-19
OPTSTK,CANBK,26-Sep-19,280,PE,51.1,51.1,51.1,51.1,53.1,2,13.24,10000,4000,28-Aug-19
OPTSTK,DRREDDY,26-Sep-19,2150,PE,0,0,0,10.25,0.8,0,0,0,0,28-Aug-19
OPTSTK,BRITANNIA,29-Aug-19,2150,PE,0,0,0,1,0,0,0,200,0,28-Aug-19
OPTSTK,SUNPHARMA,29-Aug-19,390,PE,0.6,0.8,0.3,0.45,0.45,410,1761.28,360800,17600,28-Aug-19
OPTSTK,DABUR,29-Aug-19,475,PE,0,0,0,74.05,40.15,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Mar-20,13800,PE,0,0,0,1454.4,2344.5,0,0,0,0,28-Aug-19
OPTSTK,PEL,29-Aug-19,3200,CE,0,0,0,18.1,0,0,0,0,0,28-Aug-19
OPTSTK,PEL,29-Aug-19,2300,CE,0.05,0.05,0.05,0.05,0,2,13.89,3322,-604,28-Aug-19
OPTSTK,NCC,26-Sep-19,55,CE,7.8,8,7,7.4,7.45,8,40.1,208000,-48000,28-Aug-19
OPTSTK,LUPIN,29-Aug-19,820,CE,0.4,0.4,0.05,0.05,0,10,57.4,95200,-4900,28-Aug-19
OPTSTK,UNIONBANK,29-Aug-19,75,PE,11.8,14.7,11.8,14.7,14.7,12,74,105000,-35000,28-Aug-19
OPTSTK,LT,31-Oct-19,1780,CE,0,0,0,4.7,1.95,0,0,0,0,28-Aug-19
OPTSTK,CONCOR,31-Oct-19,510,PE,0,0,0,14.8,32.9,0,0,0,0,28-Aug-19
OPTSTK,MARICO,31-Oct-19,420,CE,0,0,0,0.85,7,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,31-Oct-19,53,PE,0,0,0,7.6,12.8,0,0,0,0,28-Aug-19
OPTSTK,VEDL,31-Oct-19,220,PE,0,0,0,47.6,85.85,0,0,0,0,28-Aug-19
OPTSTK,OIL,31-Oct-19,182.5,PE,0,0,0,28.15,37.4,0,0,0,0,28-Aug-19
OPTSTK,ESCORTS,31-Oct-19,550,PE,0,0,0,96.35,78.95,0,0,0,0,28-Aug-19
OPTSTK,TATACHEM,31-Oct-19,730,PE,0,0,0,121.8,157.2,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,1920,PE,0,0,0,24.8,5.2,0,0,0,0,28-Aug-19
OPTSTK,MFSL,31-Oct-19,520,CE,0,0,0,6.5,6.85,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,19-Sep-19,31900,PE,0,0,0,1573.45,4002.55,0,0,0,0,28-Aug-19
OPTSTK,L&TFH,31-Oct-19,142.5,PE,0,0,0,39.4,47.4,0,0,0,0,28-Aug-19
OPTSTK,SAIL,31-Oct-19,63,CE,0,0,0,0.65,0.05,0,0,0,0,28-Aug-19
OPTSTK,DIVISLAB,29-Aug-19,1840,PE,0,0,0,310.85,263.15,0,0,0,0,28-Aug-19
OPTSTK,BAJAJFINSV,29-Aug-19,8100,PE,0,0,0,383.9,1062.9,0,0,0,0,28-Aug-19
OPTSTK,DIVISLAB,29-Aug-19,1760,CE,0.1,0.1,0.05,0.05,0.05,8,56.32,9200,-3200,28-Aug-19
OPTSTK,APOLLOHOSP,26-Sep-19,940,CE,0,0,0,390.85,585.8,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,26-Sep-19,800,CE,1,1.4,0.9,1,1,9,57.67,23200,4800,28-Aug-19
OPTSTK,RELCAPITAL,29-Aug-19,50,PE,14.1,16,14.1,15.4,15.4,31,60.7,66000,-75000,28-Aug-19
OPTSTK,NTPC,29-Aug-19,155,CE,0,0,0,3.1,0,0,0,0,0,28-Aug-19
OPTSTK,HINDZINC,29-Aug-19,255,CE,0,0,0,12,0,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,29-Aug-19,32.5,PE,0,0,0,1.05,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,9100,CE,0,0,0,2961.75,3586.25,0,0,0,0,28-Aug-19
OPTSTK,OFSS,26-Sep-19,3420,CE,0,0,0,108.25,23.8,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,26-Sep-19,1680,PE,0,0,0,354.95,176.4,0,0,0,0,28-Aug-19
OPTSTK,PETRONET,26-Sep-19,245,CE,16.85,16.85,16.85,16.85,19.75,1,7.85,48000,0,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,10200,CE,0,0,0,2218.3,2852.55,0,0,0,0,28-Aug-19
OPTSTK,HDFCBANK,26-Sep-19,1980,CE,0,0,0,429.4,280.75,0,0,0,0,28-Aug-19
OPTSTK,GODREJCP,29-Aug-19,570,CE,0,0,0,103.15,30.3,0,0,0,0,28-Aug-19
OPTSTK,FEDERALBNK,26-Sep-19,112.5,PE,0,0,0,7.9,30.15,0,0,0,0,28-Aug-19
OPTSTK,OFSS,26-Sep-19,3100,PE,0,0,0,118.65,178.65,0,0,0,0,28-Aug-19
OPTSTK,MOTHERSUMI,26-Sep-19,147.5,PE,0,0,0,27.2,49.3,0,0,0,0,28-Aug-19
OPTSTK,HINDALCO,29-Aug-19,207.5,CE,0.05,0.05,0.05,0.05,0,2,14.52,21000,0,28-Aug-19
OPTSTK,SBIN,26-Sep-19,330,PE,44.75,47,44.25,45.5,45.5,29,326.67,285000,84000,28-Aug-19
OPTSTK,TATAMOTORS,29-Aug-19,225,PE,107.8,107.8,107.8,107.8,108.65,1,9.98,3000,-3000,28-Aug-19
OPTSTK,TVSMOTOR,26-Sep-19,360,PE,13.55,16.85,13.2,16.45,16.45,25,102.99,28600,13200,28-Aug-19
OPTIDX,NIFTY,24-Oct-19,10550,CE,0,0,0,465,701.5,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,24-Oct-19,10200,CE,0,0,0,719.55,987.5,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,24-Oct-19,15200,PE,0,0,0,246.75,171,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,26-Sep-19,560,PE,0,0,0,72.55,125.15,0,0,0,0,28-Aug-19
OPTSTK,CENTURYTEX,29-Aug-19,980,CE,0.05,0.05,0.05,0.05,0,1,5.88,9600,-600,28-Aug-19
OPTSTK,M&MFIN,29-Aug-19,260,CE,0,0,0,167.45,59.8,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,19-Sep-19,13000,CE,0,0,0,15.55,0.05,0,0,0,0,28-Aug-19
OPTSTK,SBIN,31-Oct-19,345,PE,0,0,0,21.6,60.45,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,19-Sep-19,12550,CE,0,0,0,52.65,0.6,0,0,0,0,28-Aug-19
OPTSTK,COALINDIA,31-Oct-19,150,PE,0,0,0,0.4,1.85,0,0,0,0,28-Aug-19
OPTSTK,INDIGO,31-Oct-19,1450,CE,0,0,0,272.55,255.55,0,0,0,0,28-Aug-19
OPTSTK,BRITANNIA,31-Oct-19,3250,PE,0,0,0,540.6,548.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,19-Sep-19,10150,PE,0,0,0,2.25,5.15,0,0,0,0,28-Aug-19
OPTSTK,DLF,31-Oct-19,185,CE,0,0,0,6,16.4,0,0,2800,0,28-Aug-19
OPTSTK,UBL,31-Oct-19,1660,PE,0,0,0,239.05,315.15,0,0,0,0,28-Aug-19
OPTSTK,BANKINDIA,31-Oct-19,105,CE,0,0,0,1.5,0.25,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,31-Oct-19,560,PE,0,0,0,58.15,148.7,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,31-Oct-19,385,PE,0,0,0,9.85,9.95,0,0,5500,0,28-Aug-19
OPTSTK,IOC,31-Oct-19,110,PE,0,0,0,0.45,2.8,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,31-Oct-19,70,PE,0,0,0,9.95,15.05,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,31-Oct-19,940,CE,0,0,0,420.8,591.9,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,31-Oct-19,350,CE,0,0,0,85.45,48.4,0,0,0,0,28-Aug-19
OPTSTK,CADILAHC,31-Oct-19,245,CE,0,0,0,15.7,7.5,0,0,0,0,28-Aug-19
OPTSTK,MOTHERSUMI,31-Oct-19,147.5,PE,0,0,0,34.7,49.25,0,0,0,0,28-Aug-19
OPTSTK,CENTURYTEX,31-Oct-19,740,PE,0,0,0,8.6,12.85,0,0,0,0,28-Aug-19
OPTSTK,APOLLOTYRE,31-Oct-19,127.5,PE,0,0,0,1.3,0.75,0,0,0,0,28-Aug-19
OPTSTK,CANBK,31-Oct-19,325,PE,0,0,0,84.95,95.85,0,0,0,0,28-Aug-19
OPTSTK,AMBUJACEM,31-Oct-19,145,CE,0,0,0,71.65,61.65,0,0,0,0,28-Aug-19
OPTSTK,PETRONET,31-Oct-19,245,CE,0,0,0,10.4,24.75,0,0,0,0,28-Aug-19
OPTSTK,CASTROLIND,31-Oct-19,110,PE,0,0,0,3,3.2,0,0,0,0,28-Aug-19
OPTSTK,PEL,31-Oct-19,2550,CE,0,0,0,44.85,24.7,0,0,0,0,28-Aug-19
OPTSTK,SAIL,31-Oct-19,62,PE,0,0,0,18.5,30.3,0,0,0,0,28-Aug-19
OPTSTK,BAJFINANCE,31-Oct-19,2900,CE,0,0,0,421.25,555.6,0,0,0,0,28-Aug-19
OPTSTK,GAIL,31-Oct-19,145,CE,0,0,0,6.5,3,0,0,0,0,28-Aug-19
OPTSTK,POWERGRID,31-Oct-19,185,CE,0,0,0,33.25,24.6,0,0,0,0,28-Aug-19
OPTSTK,RAMCOCEM,31-Oct-19,660,PE,0,0,0,5,7.5,0,0,0,0,28-Aug-19
OPTSTK,BPCL,31-Oct-19,270,CE,0,0,0,77.25,85.7,0,0,0,0,28-Aug-19
OPTSTK,TATACHEM,26-Sep-19,620,CE,0,0,0,4.9,1.5,0,0,1800,0,28-Aug-19
OPTSTK,MARICO,29-Aug-19,365,CE,0,0,0,21.9,26.05,0,0,7800,0,28-Aug-19
OPTSTK,MARICO,29-Aug-19,445,CE,0,0,0,2.1,0,0,0,0,0,28-Aug-19
OPTSTK,EXIDEIND,26-Sep-19,157.5,PE,0,0,0,0.55,0.8,0,0,0,0,28-Aug-19
OPTSTK,HEXAWARE,26-Sep-19,305,CE,0,0,0,92.4,83.1,0,0,0,0,28-Aug-19
OPTSTK,MARICO,29-Aug-19,390,PE,6.4,6.4,2.55,2.6,2.6,5,51.25,36400,-2600,28-Aug-19
OPTSTK,MCDOWELL-N,29-Aug-19,370,CE,0,0,0,176.2,229.85,0,0,0,0,28-Aug-19
OPTSTK,MANAPPURAM,29-Aug-19,147.5,PE,0,0,0,19.15,26,0,0,0,0,28-Aug-19
OPTSTK,HEROMOTOCO,26-Sep-19,2100,CE,0,0,0,548.45,483.25,0,0,0,0,28-Aug-19
OPTSTK,VOLTAS,26-Sep-19,500,PE,0,0,0,1.2,0.1,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,26-Sep-19,390,PE,0,0,0,14.15,26.35,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,26-Sep-19,16800,CE,0,0,0,243,82.5,0,0,0,0,28-Aug-19
OPTSTK,PIDILITIND,26-Sep-19,900,CE,0,0,0,338.35,482.6,0,0,0,0,28-Aug-19
OPTSTK,EXIDEIND,26-Sep-19,220,PE,0,0,0,20.2,40.75,0,0,0,0,28-Aug-19
OPTSTK,LT,26-Sep-19,1080,PE,0,0,0,1,0.3,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,29-Aug-19,61,CE,0.05,0.05,0.05,0.05,0,6,32.96,90000,-45000,28-Aug-19
OPTSTK,TATAPOWER,29-Aug-19,70,PE,14.5,15.75,14.5,15,14.55,13,99.67,99000,-117000,28-Aug-19
OPTSTK,UPL,26-Sep-19,790,CE,0,0,0,25.75,0.5,0,0,0,0,28-Aug-19
FUTSTK,IGL,29-Aug-19,0,XX,332,340.9,331.5,333.5,333.5,2704,24974.02,1743500,-836000,28-Aug-19
OPTSTK,BANKINDIA,26-Sep-19,92.5,CE,0,0,0,7.35,0.15,0,0,0,0,28-Aug-19
OPTSTK,OIL,26-Sep-19,170,CE,0,0,0,15.55,0.5,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,10550,CE,0,0,0,668.9,651.75,0,0,0,0,28-Aug-19
OPTSTK,PEL,26-Sep-19,2550,CE,0,0,0,89.5,3.65,0,0,0,0,28-Aug-19
OPTSTK,SUNPHARMA,26-Sep-19,300,CE,0,0,0,109.45,114.55,0,0,0,0,28-Aug-19
OPTSTK,UNIONBANK,26-Sep-19,72.5,CE,1,1.2,0.7,0.75,0.45,11,56.55,84000,42000,28-Aug-19
OPTSTK,RBLBANK,29-Aug-19,360,PE,8.75,66.45,7.3,44.3,44.3,608,2766.06,86400,-301200,28-Aug-19
OPTSTK,ESCORTS,26-Sep-19,720,PE,0,0,0,168.65,224.25,0,0,0,0,28-Aug-19
OPTSTK,PNB,29-Aug-19,72.5,PE,5.25,7.3,5,7.1,6.85,21,115.92,287000,-84000,28-Aug-19
OPTSTK,NCC,29-Aug-19,85,PE,24.85,24.85,24.6,24.6,25.75,2,17.55,80000,-8000,28-Aug-19
OPTSTK,NESTLEIND,29-Aug-19,10600,PE,0,0,0,259.95,0,0,0,0,0,28-Aug-19
OPTSTK,M&M,29-Aug-19,850,PE,0,0,0,178.85,310.2,0,0,0,0,28-Aug-19
OPTSTK,NESTLEIND,29-Aug-19,11800,CE,752.45,752.45,752.45,752.45,719.25,1,6.27,650,-50,28-Aug-19
OPTSTK,PEL,26-Sep-19,2700,PE,0,0,0,780.7,793.25,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,29-Aug-19,54,PE,0.45,0.75,0.35,0.35,0.35,8,39.22,108000,-27000,28-Aug-19
OPTIDX,BANKNIFTY,12-Sep-19,30300,PE,0,0,0,648.95,2472.4,0,0,0,0,28-Aug-19
OPTSTK,LICHSGFIN,29-Aug-19,550,PE,0,0,0,118.05,132.15,0,0,5500,0,28-Aug-19
OPTSTK,UPL,26-Sep-19,573.35,PE,33.1,33.9,33.1,33.9,42.05,4,21.84,0,0,28-Aug-19
OPTSTK,BANKINDIA,26-Sep-19,105,CE,0,0,0,3.55,0.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,30-Dec-21,6300,CE,0,0,0,3600.65,5602.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Dec-19,13800,PE,0,0,0,1296.05,2490.55,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,5-Sep-19,12550,CE,0,0,0,118.9,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Dec-19,13000,CE,13.6,15.5,13.35,14,14,79,771.07,290100,-150,28-Aug-19
OPTIDX,BANKNIFTY,5-Sep-19,26600,PE,35.5,59.5,31.75,39.35,39.35,1705,9085.19,8620,1100,28-Aug-19
OPTIDX,NIFTY,30-Dec-21,13000,CE,0,0,0,1167.9,1172.25,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,31-Oct-19,16800,CE,0,0,0,217.45,237.5,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,5-Sep-19,31600,PE,0,0,0,835.6,3755.7,0,0,0,0,28-Aug-19
OPTSTK,BAJFINANCE,29-Aug-19,3850,CE,1,1,0.25,0.25,0.25,3,28.87,8000,-250,28-Aug-19
OPTSTK,CUMMINSIND,29-Aug-19,1000,CE,0,0,0,17.6,0,0,0,0,0,28-Aug-19
OPTSTK,ADANIENT,29-Aug-19,95,PE,0,0,0,4,0,0,0,0,0,28-Aug-19
OPTSTK,BHEL,26-Sep-19,49,CE,3.05,3.05,3.05,3.05,4.8,3,11.71,82500,22500,28-Aug-19
OPTSTK,SAIL,26-Sep-19,63,CE,0,0,0,2.3,0,0,0,0,0,28-Aug-19
OPTSTK,LUPIN,26-Sep-19,820,CE,5,5,4.3,4.3,2.45,5,28.85,11200,2100,28-Aug-19
OPTSTK,YESBANK,26-Sep-19,140,CE,0.2,0.2,0.1,0.15,0.15,5,15.41,37400,8800,28-Aug-19
OPTSTK,OIL,26-Sep-19,140,PE,2.25,3.35,1.8,3.35,3.35,3,14.52,27192,3399,28-Aug-19
OPTSTK,AMBUJACEM,26-Sep-19,280,PE,0,0,0,59.25,73.75,0,0,0,0,28-Aug-19
OPTSTK,BANKINDIA,26-Sep-19,55,PE,0,0,0,0.55,0.4,0,0,24000,0,28-Aug-19
OPTSTK,EICHERMOT,26-Sep-19,19750,CE,0,0,0,1227.8,83.5,0,0,0,0,28-Aug-19
OPTSTK,HAVELLS,26-Sep-19,640,CE,0,0,0,165.45,41.5,0,0,0,0,28-Aug-19
OPTSTK,SUNPHARMA,26-Sep-19,390,PE,6.05,7.65,5.6,6.75,6.75,92,401.83,82500,39600,28-Aug-19
OPTSTK,SRF,29-Aug-19,1950,PE,0,0,0,3.5,0,0,0,0,0,28-Aug-19
OPTSTK,SRF,29-Aug-19,2300,CE,0,0,0,492.9,476.15,0,0,250,0,28-Aug-19
OPTSTK,SRF,29-Aug-19,3200,CE,1,1,0.2,0.5,0.5,13,104.01,13750,-2750,28-Aug-19
OPTSTK,MCX,29-Aug-19,850,CE,72.2,72.2,72.2,72.2,92.9,1,6.45,9100,0,28-Aug-19
OPTSTK,AMBUJACEM,26-Sep-19,195,PE,2.7,3.65,2.65,3.05,3.05,42,208.09,50000,20000,28-Aug-19
OPTSTK,HAVELLS,26-Sep-19,720,CE,6.5,6.55,6.5,6.55,7.95,3,21.79,5000,2000,28-Aug-19
OPTSTK,ADANIPORTS,29-Aug-19,510,PE,0,0,0,104.3,144,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,26-Sep-19,650,CE,0,0,0,3.3,0,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,26-Sep-19,1300,PE,0,0,0,16.8,7.95,0,0,3500,0,28-Aug-19
OPTSTK,APOLLOTYRE,29-Aug-19,275,CE,0,0,0,1.3,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,26-Sep-19,15300,CE,0,0,0,1066,759.5,0,0,0,0,28-Aug-19
OPTSTK,NBCC,26-Sep-19,43,CE,0,0,0,1.1,2,0,0,51000,0,28-Aug-19
OPTSTK,NBCC,26-Sep-19,59,CE,0,0,0,7.4,0.3,0,0,0,0,28-Aug-19
